perm,qidx,correct
"[6, 0, 7, 5, 1, 4, 3, 2]",96,0
"[6, 0, 7, 5, 1, 4, 3, 2]",97,0
"[6, 0, 7, 5, 1, 4, 3, 2]",98,1
"[6, 0, 7, 5, 1, 4, 3, 2]",99,0
"[3, 6, 2, 4, 0, 1, 7, 5]",0,0
"[3, 6, 2, 4, 0, 1, 7, 5]",1,0
"[3, 6, 2, 4, 0, 1, 7, 5]",2,0
"[3, 6, 2, 4, 0, 1, 7, 5]",3,0
"[3, 6, 2, 4, 0, 1, 7, 5]",4,0
"[3, 6, 2, 4, 0, 1, 7, 5]",5,0
"[3, 6, 2, 4, 0, 1, 7, 5]",6,0
"[3, 6, 2, 4, 0, 1, 7, 5]",7,1
"[3, 6, 2, 4, 0, 1, 7, 5]",8,0
"[3, 6, 2, 4, 0, 1, 7, 5]",9,1
"[3, 6, 2, 4, 0, 1, 7, 5]",10,0
"[3, 6, 2, 4, 0, 1, 7, 5]",11,0
"[3, 6, 2, 4, 0, 1, 7, 5]",12,0
"[3, 6, 2, 4, 0, 1, 7, 5]",13,1
"[3, 6, 2, 4, 0, 1, 7, 5]",14,1
"[3, 6, 2, 4, 0, 1, 7, 5]",15,0
"[3, 6, 2, 4, 0, 1, 7, 5]",16,0
"[3, 6, 2, 4, 0, 1, 7, 5]",17,1
"[3, 6, 2, 4, 0, 1, 7, 5]",18,0
"[3, 6, 2, 4, 0, 1, 7, 5]",19,1
"[3, 6, 2, 4, 0, 1, 7, 5]",20,0
"[3, 6, 2, 4, 0, 1, 7, 5]",21,0
"[3, 6, 2, 4, 0, 1, 7, 5]",22,0
"[3, 6, 2, 4, 0, 1, 7, 5]",23,0
"[3, 6, 2, 4, 0, 1, 7, 5]",24,0
"[3, 6, 2, 4, 0, 1, 7, 5]",25,0
"[3, 6, 2, 4, 0, 1, 7, 5]",26,0
"[3, 6, 2, 4, 0, 1, 7, 5]",27,1
"[3, 6, 2, 4, 0, 1, 7, 5]",28,1
"[3, 6, 2, 4, 0, 1, 7, 5]",29,0
"[3, 6, 2, 4, 0, 1, 7, 5]",30,1
"[3, 6, 2, 4, 0, 1, 7, 5]",31,0
"[3, 6, 2, 4, 0, 1, 7, 5]",32,0
"[3, 6, 2, 4, 0, 1, 7, 5]",33,0
"[3, 6, 2, 4, 0, 1, 7, 5]",34,0
"[3, 6, 2, 4, 0, 1, 7, 5]",35,1
"[3, 6, 2, 4, 0, 1, 7, 5]",36,0
"[3, 6, 2, 4, 0, 1, 7, 5]",37,1
"[3, 6, 2, 4, 0, 1, 7, 5]",38,0
"[3, 6, 2, 4, 0, 1, 7, 5]",39,0
"[3, 6, 2, 4, 0, 1, 7, 5]",40,0
"[3, 6, 2, 4, 0, 1, 7, 5]",41,0
"[3, 6, 2, 4, 0, 1, 7, 5]",42,0
"[3, 6, 2, 4, 0, 1, 7, 5]",43,1
"[3, 6, 2, 4, 0, 1, 7, 5]",44,0
"[3, 6, 2, 4, 0, 1, 7, 5]",45,0
"[3, 6, 2, 4, 0, 1, 7, 5]",46,0
"[3, 6, 2, 4, 0, 1, 7, 5]",47,0
"[3, 6, 2, 4, 0, 1, 7, 5]",48,0
"[3, 6, 2, 4, 0, 1, 7, 5]",49,1
"[3, 6, 2, 4, 0, 1, 7, 5]",50,1
"[3, 6, 2, 4, 0, 1, 7, 5]",51,0
"[3, 6, 2, 4, 0, 1, 7, 5]",52,0
"[3, 6, 2, 4, 0, 1, 7, 5]",53,1
"[3, 6, 2, 4, 0, 1, 7, 5]",54,0
"[3, 6, 2, 4, 0, 1, 7, 5]",55,1
"[3, 6, 2, 4, 0, 1, 7, 5]",56,0
"[3, 6, 2, 4, 0, 1, 7, 5]",57,0
"[3, 6, 2, 4, 0, 1, 7, 5]",58,1
"[3, 6, 2, 4, 0, 1, 7, 5]",59,0
"[3, 6, 2, 4, 0, 1, 7, 5]",60,0
"[3, 6, 2, 4, 0, 1, 7, 5]",61,1
"[3, 6, 2, 4, 0, 1, 7, 5]",62,0
"[3, 6, 2, 4, 0, 1, 7, 5]",63,1
"[3, 6, 2, 4, 0, 1, 7, 5]",64,1
"[3, 6, 2, 4, 0, 1, 7, 5]",65,0
"[3, 6, 2, 4, 0, 1, 7, 5]",66,1
"[3, 6, 2, 4, 0, 1, 7, 5]",67,1
"[3, 6, 2, 4, 0, 1, 7, 5]",68,1
"[3, 6, 2, 4, 0, 1, 7, 5]",69,0
"[3, 6, 2, 4, 0, 1, 7, 5]",70,0
"[3, 6, 2, 4, 0, 1, 7, 5]",71,1
"[3, 6, 2, 4, 0, 1, 7, 5]",72,1
"[3, 6, 2, 4, 0, 1, 7, 5]",73,0
"[3, 6, 2, 4, 0, 1, 7, 5]",74,0
"[3, 6, 2, 4, 0, 1, 7, 5]",75,0
"[3, 6, 2, 4, 0, 1, 7, 5]",76,0
"[3, 6, 2, 4, 0, 1, 7, 5]",77,0
"[3, 6, 2, 4, 0, 1, 7, 5]",78,0
"[3, 6, 2, 4, 0, 1, 7, 5]",79,1
"[3, 6, 2, 4, 0, 1, 7, 5]",80,0
"[3, 6, 2, 4, 0, 1, 7, 5]",81,1
"[3, 6, 2, 4, 0, 1, 7, 5]",82,1
"[3, 6, 2, 4, 0, 1, 7, 5]",83,0
"[3, 6, 2, 4, 0, 1, 7, 5]",84,1
"[3, 6, 2, 4, 0, 1, 7, 5]",85,0
"[3, 6, 2, 4, 0, 1, 7, 5]",86,0
"[3, 6, 2, 4, 0, 1, 7, 5]",87,1
"[3, 6, 2, 4, 0, 1, 7, 5]",88,0
"[3, 6, 2, 4, 0, 1, 7, 5]",89,0
"[3, 6, 2, 4, 0, 1, 7, 5]",90,0
"[3, 6, 2, 4, 0, 1, 7, 5]",91,0
"[3, 6, 2, 4, 0, 1, 7, 5]",92,0
"[3, 6, 2, 4, 0, 1, 7, 5]",93,1
"[3, 6, 2, 4, 0, 1, 7, 5]",94,1
"[3, 6, 2, 4, 0, 1, 7, 5]",95,1
"[3, 6, 2, 4, 0, 1, 7, 5]",96,1
"[3, 6, 2, 4, 0, 1, 7, 5]",97,1
"[3, 6, 2, 4, 0, 1, 7, 5]",98,1
"[3, 6, 2, 4, 0, 1, 7, 5]",99,0
"[2, 0, 6, 3, 4, 5, 7, 1]",0,0
"[2, 0, 6, 3, 4, 5, 7, 1]",1,1
"[2, 0, 6, 3, 4, 5, 7, 1]",2,0
"[2, 0, 6, 3, 4, 5, 7, 1]",3,1
"[2, 0, 6, 3, 4, 5, 7, 1]",4,0
"[2, 0, 6, 3, 4, 5, 7, 1]",5,0
"[2, 0, 6, 3, 4, 5, 7, 1]",6,0
"[2, 0, 6, 3, 4, 5, 7, 1]",7,1
"[2, 0, 6, 3, 4, 5, 7, 1]",8,0
"[2, 0, 6, 3, 4, 5, 7, 1]",9,1
"[2, 0, 6, 3, 4, 5, 7, 1]",10,0
"[2, 0, 6, 3, 4, 5, 7, 1]",11,0
"[2, 0, 6, 3, 4, 5, 7, 1]",12,0
"[2, 0, 6, 3, 4, 5, 7, 1]",13,0
"[2, 0, 6, 3, 4, 5, 7, 1]",14,1
"[2, 0, 6, 3, 4, 5, 7, 1]",15,1
"[2, 0, 6, 3, 4, 5, 7, 1]",16,1
"[2, 0, 6, 3, 4, 5, 7, 1]",17,1
"[2, 0, 6, 3, 4, 5, 7, 1]",18,1
"[2, 0, 6, 3, 4, 5, 7, 1]",19,1
"[2, 0, 6, 3, 4, 5, 7, 1]",20,0
"[2, 0, 6, 3, 4, 5, 7, 1]",21,0
"[2, 0, 6, 3, 4, 5, 7, 1]",22,0
"[2, 0, 6, 3, 4, 5, 7, 1]",23,0
"[2, 0, 6, 3, 4, 5, 7, 1]",24,0
"[2, 0, 6, 3, 4, 5, 7, 1]",25,0
"[2, 0, 6, 3, 4, 5, 7, 1]",26,0
"[2, 0, 6, 3, 4, 5, 7, 1]",27,1
"[2, 0, 6, 3, 4, 5, 7, 1]",28,0
"[2, 0, 6, 3, 4, 5, 7, 1]",29,1
"[2, 0, 6, 3, 4, 5, 7, 1]",30,1
"[2, 0, 6, 3, 4, 5, 7, 1]",31,1
"[2, 0, 6, 3, 4, 5, 7, 1]",32,0
"[2, 0, 6, 3, 4, 5, 7, 1]",33,1
"[2, 0, 6, 3, 4, 5, 7, 1]",34,1
"[2, 0, 6, 3, 4, 5, 7, 1]",35,1
"[2, 0, 6, 3, 4, 5, 7, 1]",36,0
"[2, 0, 6, 3, 4, 5, 7, 1]",37,1
"[2, 0, 6, 3, 4, 5, 7, 1]",38,0
"[2, 0, 6, 3, 4, 5, 7, 1]",39,0
"[2, 0, 6, 3, 4, 5, 7, 1]",40,0
"[2, 0, 6, 3, 4, 5, 7, 1]",41,1
"[2, 0, 6, 3, 4, 5, 7, 1]",42,1
"[2, 0, 6, 3, 4, 5, 7, 1]",43,0
"[2, 0, 6, 3, 4, 5, 7, 1]",44,0
"[2, 0, 6, 3, 4, 5, 7, 1]",45,0
"[2, 0, 6, 3, 4, 5, 7, 1]",46,1
"[2, 0, 6, 3, 4, 5, 7, 1]",47,0
"[2, 0, 6, 3, 4, 5, 7, 1]",48,0
"[2, 0, 6, 3, 4, 5, 7, 1]",49,1
"[2, 0, 6, 3, 4, 5, 7, 1]",50,1
"[2, 0, 6, 3, 4, 5, 7, 1]",51,0
"[2, 0, 6, 3, 4, 5, 7, 1]",52,0
"[2, 0, 6, 3, 4, 5, 7, 1]",53,1
"[2, 0, 6, 3, 4, 5, 7, 1]",54,0
"[2, 0, 6, 3, 4, 5, 7, 1]",55,1
"[2, 0, 6, 3, 4, 5, 7, 1]",56,1
"[2, 0, 6, 3, 4, 5, 7, 1]",57,0
"[2, 0, 6, 3, 4, 5, 7, 1]",58,0
"[2, 0, 6, 3, 4, 5, 7, 1]",59,0
"[2, 0, 6, 3, 4, 5, 7, 1]",60,0
"[2, 0, 6, 3, 4, 5, 7, 1]",61,1
"[2, 0, 6, 3, 4, 5, 7, 1]",62,0
"[2, 0, 6, 3, 4, 5, 7, 1]",63,0
"[2, 0, 6, 3, 4, 5, 7, 1]",64,1
"[2, 0, 6, 3, 4, 5, 7, 1]",65,0
"[2, 0, 6, 3, 4, 5, 7, 1]",66,1
"[2, 0, 6, 3, 4, 5, 7, 1]",67,0
"[2, 0, 6, 3, 4, 5, 7, 1]",68,1
"[2, 0, 6, 3, 4, 5, 7, 1]",69,1
"[2, 0, 6, 3, 4, 5, 7, 1]",70,1
"[2, 0, 6, 3, 4, 5, 7, 1]",71,0
"[2, 0, 6, 3, 4, 5, 7, 1]",72,0
"[2, 0, 6, 3, 4, 5, 7, 1]",73,0
"[2, 0, 6, 3, 4, 5, 7, 1]",74,0
"[2, 0, 6, 3, 4, 5, 7, 1]",75,0
"[2, 0, 6, 3, 4, 5, 7, 1]",76,0
"[2, 0, 6, 3, 4, 5, 7, 1]",77,0
"[2, 0, 6, 3, 4, 5, 7, 1]",78,0
"[2, 0, 6, 3, 4, 5, 7, 1]",79,0
"[2, 0, 6, 3, 4, 5, 7, 1]",80,0
"[2, 0, 6, 3, 4, 5, 7, 1]",81,0
"[2, 0, 6, 3, 4, 5, 7, 1]",82,0
"[2, 0, 6, 3, 4, 5, 7, 1]",83,0
"[2, 0, 6, 3, 4, 5, 7, 1]",84,0
"[2, 0, 6, 3, 4, 5, 7, 1]",85,1
"[2, 0, 6, 3, 4, 5, 7, 1]",86,0
"[2, 0, 6, 3, 4, 5, 7, 1]",87,1
"[2, 0, 6, 3, 4, 5, 7, 1]",88,1
"[2, 0, 6, 3, 4, 5, 7, 1]",89,0
"[2, 0, 6, 3, 4, 5, 7, 1]",90,0
"[2, 0, 6, 3, 4, 5, 7, 1]",91,0
"[2, 0, 6, 3, 4, 5, 7, 1]",92,0
"[2, 0, 6, 3, 4, 5, 7, 1]",93,1
"[2, 0, 6, 3, 4, 5, 7, 1]",94,1
"[2, 0, 6, 3, 4, 5, 7, 1]",95,1
"[2, 0, 6, 3, 4, 5, 7, 1]",96,0
"[2, 0, 6, 3, 4, 5, 7, 1]",97,0
"[2, 0, 6, 3, 4, 5, 7, 1]",98,1
"[2, 0, 6, 3, 4, 5, 7, 1]",99,0
"[6, 1, 7, 0, 5, 2, 3, 4]",0,0
"[6, 1, 7, 0, 5, 2, 3, 4]",1,0
"[6, 1, 7, 0, 5, 2, 3, 4]",2,0
"[6, 1, 7, 0, 5, 2, 3, 4]",3,1
"[6, 1, 7, 0, 5, 2, 3, 4]",4,0
"[6, 1, 7, 0, 5, 2, 3, 4]",5,0
"[6, 1, 7, 0, 5, 2, 3, 4]",6,0
"[6, 1, 7, 0, 5, 2, 3, 4]",7,1
"[6, 1, 7, 0, 5, 2, 3, 4]",8,0
"[6, 1, 7, 0, 5, 2, 3, 4]",9,1
"[6, 1, 7, 0, 5, 2, 3, 4]",10,0
"[6, 1, 7, 0, 5, 2, 3, 4]",11,0
"[6, 1, 7, 0, 5, 2, 3, 4]",12,0
"[6, 1, 7, 0, 5, 2, 3, 4]",13,1
"[6, 1, 7, 0, 5, 2, 3, 4]",14,1
"[6, 1, 7, 0, 5, 2, 3, 4]",15,1
"[6, 1, 7, 0, 5, 2, 3, 4]",16,0
"[6, 1, 7, 0, 5, 2, 3, 4]",17,1
"[6, 1, 7, 0, 5, 2, 3, 4]",18,0
"[6, 1, 7, 0, 5, 2, 3, 4]",19,1
"[6, 1, 7, 0, 5, 2, 3, 4]",20,0
"[6, 1, 7, 0, 5, 2, 3, 4]",21,0
"[6, 1, 7, 0, 5, 2, 3, 4]",22,1
"[6, 1, 7, 0, 5, 2, 3, 4]",23,0
"[6, 1, 7, 0, 5, 2, 3, 4]",24,0
"[6, 1, 7, 0, 5, 2, 3, 4]",25,0
"[6, 1, 7, 0, 5, 2, 3, 4]",26,1
"[6, 1, 7, 0, 5, 2, 3, 4]",27,1
"[6, 1, 7, 0, 5, 2, 3, 4]",28,0
"[6, 1, 7, 0, 5, 2, 3, 4]",29,1
"[6, 1, 7, 0, 5, 2, 3, 4]",30,1
"[6, 1, 7, 0, 5, 2, 3, 4]",31,1
"[6, 1, 7, 0, 5, 2, 3, 4]",32,0
"[6, 1, 7, 0, 5, 2, 3, 4]",33,1
"[6, 1, 7, 0, 5, 2, 3, 4]",34,0
"[6, 1, 7, 0, 5, 2, 3, 4]",35,0
"[6, 1, 7, 0, 5, 2, 3, 4]",36,0
"[6, 1, 7, 0, 5, 2, 3, 4]",37,0
"[6, 1, 7, 0, 5, 2, 3, 4]",38,1
"[6, 1, 7, 0, 5, 2, 3, 4]",39,0
"[6, 1, 7, 0, 5, 2, 3, 4]",40,0
"[6, 1, 7, 0, 5, 2, 3, 4]",41,1
"[6, 1, 7, 0, 5, 2, 3, 4]",42,0
"[6, 1, 7, 0, 5, 2, 3, 4]",43,0
"[6, 1, 7, 0, 5, 2, 3, 4]",44,0
"[6, 1, 7, 0, 5, 2, 3, 4]",45,0
"[6, 1, 7, 0, 5, 2, 3, 4]",46,1
"[6, 1, 7, 0, 5, 2, 3, 4]",47,0
"[6, 1, 7, 0, 5, 2, 3, 4]",48,0
"[6, 1, 7, 0, 5, 2, 3, 4]",49,0
"[6, 1, 7, 0, 5, 2, 3, 4]",50,1
"[6, 1, 7, 0, 5, 2, 3, 4]",51,0
"[6, 1, 7, 0, 5, 2, 3, 4]",52,0
"[6, 1, 7, 0, 5, 2, 3, 4]",53,1
"[6, 1, 7, 0, 5, 2, 3, 4]",54,0
"[6, 1, 7, 0, 5, 2, 3, 4]",55,1
"[6, 1, 7, 0, 5, 2, 3, 4]",56,0
"[6, 1, 7, 0, 5, 2, 3, 4]",57,0
"[6, 1, 7, 0, 5, 2, 3, 4]",58,0
"[6, 1, 7, 0, 5, 2, 3, 4]",59,0
"[6, 1, 7, 0, 5, 2, 3, 4]",60,0
"[6, 1, 7, 0, 5, 2, 3, 4]",61,1
"[6, 1, 7, 0, 5, 2, 3, 4]",62,0
"[6, 1, 7, 0, 5, 2, 3, 4]",63,0
"[6, 1, 7, 0, 5, 2, 3, 4]",64,0
"[6, 1, 7, 0, 5, 2, 3, 4]",65,0
"[6, 1, 7, 0, 5, 2, 3, 4]",66,1
"[6, 1, 7, 0, 5, 2, 3, 4]",67,1
"[6, 1, 7, 0, 5, 2, 3, 4]",68,1
"[6, 1, 7, 0, 5, 2, 3, 4]",69,0
"[6, 1, 7, 0, 5, 2, 3, 4]",70,1
"[6, 1, 7, 0, 5, 2, 3, 4]",71,1
"[6, 1, 7, 0, 5, 2, 3, 4]",72,0
"[6, 1, 7, 0, 5, 2, 3, 4]",73,1
"[6, 1, 7, 0, 5, 2, 3, 4]",74,0
"[6, 1, 7, 0, 5, 2, 3, 4]",75,0
"[6, 1, 7, 0, 5, 2, 3, 4]",76,0
"[6, 1, 7, 0, 5, 2, 3, 4]",77,0
"[6, 1, 7, 0, 5, 2, 3, 4]",78,0
"[6, 1, 7, 0, 5, 2, 3, 4]",79,1
"[6, 1, 7, 0, 5, 2, 3, 4]",80,0
"[6, 1, 7, 0, 5, 2, 3, 4]",81,0
"[6, 1, 7, 0, 5, 2, 3, 4]",82,1
"[6, 1, 7, 0, 5, 2, 3, 4]",83,0
"[6, 1, 7, 0, 5, 2, 3, 4]",84,1
"[6, 1, 7, 0, 5, 2, 3, 4]",85,0
"[6, 1, 7, 0, 5, 2, 3, 4]",86,0
"[6, 1, 7, 0, 5, 2, 3, 4]",87,1
"[6, 1, 7, 0, 5, 2, 3, 4]",88,0
"[6, 1, 7, 0, 5, 2, 3, 4]",89,0
"[6, 1, 7, 0, 5, 2, 3, 4]",90,0
"[6, 1, 7, 0, 5, 2, 3, 4]",91,0
"[6, 1, 7, 0, 5, 2, 3, 4]",92,0
"[6, 1, 7, 0, 5, 2, 3, 4]",93,0
"[6, 1, 7, 0, 5, 2, 3, 4]",94,1
"[6, 1, 7, 0, 5, 2, 3, 4]",95,1
"[6, 1, 7, 0, 5, 2, 3, 4]",96,0
"[6, 1, 7, 0, 5, 2, 3, 4]",97,1
"[6, 1, 7, 0, 5, 2, 3, 4]",98,1
"[6, 1, 7, 0, 5, 2, 3, 4]",99,0
"[3, 6, 1, 5, 2, 0, 4, 7]",0,0
"[3, 6, 1, 5, 2, 0, 4, 7]",1,1
"[3, 6, 1, 5, 2, 0, 4, 7]",2,0
"[3, 6, 1, 5, 2, 0, 4, 7]",3,0
"[3, 6, 1, 5, 2, 0, 4, 7]",4,0
"[3, 6, 1, 5, 2, 0, 4, 7]",5,0
"[3, 6, 1, 5, 2, 0, 4, 7]",6,1
"[3, 6, 1, 5, 2, 0, 4, 7]",7,1
"[3, 6, 1, 5, 2, 0, 4, 7]",8,0
"[3, 6, 1, 5, 2, 0, 4, 7]",9,1
"[3, 6, 1, 5, 2, 0, 4, 7]",10,0
"[3, 6, 1, 5, 2, 0, 4, 7]",11,0
"[3, 6, 1, 5, 2, 0, 4, 7]",12,0
"[3, 6, 1, 5, 2, 0, 4, 7]",13,1
"[3, 6, 1, 5, 2, 0, 4, 7]",14,1
"[3, 6, 1, 5, 2, 0, 4, 7]",15,1
"[3, 6, 1, 5, 2, 0, 4, 7]",16,0
"[3, 6, 1, 5, 2, 0, 4, 7]",17,1
"[3, 6, 1, 5, 2, 0, 4, 7]",18,1
"[3, 6, 1, 5, 2, 0, 4, 7]",19,1
"[3, 6, 1, 5, 2, 0, 4, 7]",20,0
"[3, 6, 1, 5, 2, 0, 4, 7]",21,1
"[3, 6, 1, 5, 2, 0, 4, 7]",22,1
"[3, 6, 1, 5, 2, 0, 4, 7]",23,0
"[3, 6, 1, 5, 2, 0, 4, 7]",24,0
"[3, 6, 1, 5, 2, 0, 4, 7]",25,0
"[3, 6, 1, 5, 2, 0, 4, 7]",26,1
"[3, 6, 1, 5, 2, 0, 4, 7]",27,0
"[3, 6, 1, 5, 2, 0, 4, 7]",28,1
"[3, 6, 1, 5, 2, 0, 4, 7]",29,0
"[3, 6, 1, 5, 2, 0, 4, 7]",30,1
"[3, 6, 1, 5, 2, 0, 4, 7]",31,1
"[3, 6, 1, 5, 2, 0, 4, 7]",32,0
"[3, 6, 1, 5, 2, 0, 4, 7]",33,1
"[3, 6, 1, 5, 2, 0, 4, 7]",34,0
"[3, 6, 1, 5, 2, 0, 4, 7]",35,1
"[3, 6, 1, 5, 2, 0, 4, 7]",36,0
"[3, 6, 1, 5, 2, 0, 4, 7]",37,1
"[3, 6, 1, 5, 2, 0, 4, 7]",38,0
"[3, 6, 1, 5, 2, 0, 4, 7]",39,0
"[3, 6, 1, 5, 2, 0, 4, 7]",40,1
"[3, 6, 1, 5, 2, 0, 4, 7]",41,1
"[3, 6, 1, 5, 2, 0, 4, 7]",42,0
"[3, 6, 1, 5, 2, 0, 4, 7]",43,1
"[3, 6, 1, 5, 2, 0, 4, 7]",44,0
"[3, 6, 1, 5, 2, 0, 4, 7]",45,0
"[3, 6, 1, 5, 2, 0, 4, 7]",46,1
"[3, 6, 1, 5, 2, 0, 4, 7]",47,1
"[3, 6, 1, 5, 2, 0, 4, 7]",48,1
"[3, 6, 1, 5, 2, 0, 4, 7]",49,1
"[3, 6, 1, 5, 2, 0, 4, 7]",50,1
"[3, 6, 1, 5, 2, 0, 4, 7]",51,1
"[3, 6, 1, 5, 2, 0, 4, 7]",52,0
"[3, 6, 1, 5, 2, 0, 4, 7]",53,1
"[3, 6, 1, 5, 2, 0, 4, 7]",54,0
"[3, 6, 1, 5, 2, 0, 4, 7]",55,1
"[3, 6, 1, 5, 2, 0, 4, 7]",56,0
"[3, 6, 1, 5, 2, 0, 4, 7]",57,0
"[3, 6, 1, 5, 2, 0, 4, 7]",58,0
"[3, 6, 1, 5, 2, 0, 4, 7]",59,0
"[3, 6, 1, 5, 2, 0, 4, 7]",60,0
"[3, 6, 1, 5, 2, 0, 4, 7]",61,1
"[3, 6, 1, 5, 2, 0, 4, 7]",62,0
"[3, 6, 1, 5, 2, 0, 4, 7]",63,0
"[3, 6, 1, 5, 2, 0, 4, 7]",64,1
"[3, 6, 1, 5, 2, 0, 4, 7]",65,0
"[3, 6, 1, 5, 2, 0, 4, 7]",66,1
"[3, 6, 1, 5, 2, 0, 4, 7]",67,1
"[3, 6, 1, 5, 2, 0, 4, 7]",68,1
"[3, 6, 1, 5, 2, 0, 4, 7]",69,0
"[3, 6, 1, 5, 2, 0, 4, 7]",70,1
"[3, 6, 1, 5, 2, 0, 4, 7]",71,1
"[3, 6, 1, 5, 2, 0, 4, 7]",72,0
"[3, 6, 1, 5, 2, 0, 4, 7]",73,0
"[3, 6, 1, 5, 2, 0, 4, 7]",74,0
"[3, 6, 1, 5, 2, 0, 4, 7]",75,1
"[3, 6, 1, 5, 2, 0, 4, 7]",76,0
"[3, 6, 1, 5, 2, 0, 4, 7]",77,0
"[3, 6, 1, 5, 2, 0, 4, 7]",78,0
"[3, 6, 1, 5, 2, 0, 4, 7]",79,1
"[3, 6, 1, 5, 2, 0, 4, 7]",80,0
"[3, 6, 1, 5, 2, 0, 4, 7]",81,1
"[3, 6, 1, 5, 2, 0, 4, 7]",82,1
"[3, 6, 1, 5, 2, 0, 4, 7]",83,0
"[3, 6, 1, 5, 2, 0, 4, 7]",84,0
"[3, 6, 1, 5, 2, 0, 4, 7]",85,0
"[3, 6, 1, 5, 2, 0, 4, 7]",86,0
"[3, 6, 1, 5, 2, 0, 4, 7]",87,1
"[3, 6, 1, 5, 2, 0, 4, 7]",88,1
"[3, 6, 1, 5, 2, 0, 4, 7]",89,0
"[3, 6, 1, 5, 2, 0, 4, 7]",90,0
"[3, 6, 1, 5, 2, 0, 4, 7]",91,0
"[3, 6, 1, 5, 2, 0, 4, 7]",92,0
"[3, 6, 1, 5, 2, 0, 4, 7]",93,1
"[3, 6, 1, 5, 2, 0, 4, 7]",94,1
"[3, 6, 1, 5, 2, 0, 4, 7]",95,1
"[3, 6, 1, 5, 2, 0, 4, 7]",96,0
"[3, 6, 1, 5, 2, 0, 4, 7]",97,0
"[3, 6, 1, 5, 2, 0, 4, 7]",98,1
"[3, 6, 1, 5, 2, 0, 4, 7]",99,1
"[1, 0, 4, 5, 6, 7, 3, 2]",0,0
"[1, 0, 4, 5, 6, 7, 3, 2]",1,1
"[1, 0, 4, 5, 6, 7, 3, 2]",2,0
"[1, 0, 4, 5, 6, 7, 3, 2]",3,0
"[1, 0, 4, 5, 6, 7, 3, 2]",4,0
"[1, 0, 4, 5, 6, 7, 3, 2]",5,0
"[1, 0, 4, 5, 6, 7, 3, 2]",6,1
"[1, 0, 4, 5, 6, 7, 3, 2]",7,1
"[1, 0, 4, 5, 6, 7, 3, 2]",8,0
"[1, 0, 4, 5, 6, 7, 3, 2]",9,1
"[1, 0, 4, 5, 6, 7, 3, 2]",10,0
"[1, 0, 4, 5, 6, 7, 3, 2]",11,0
"[1, 0, 4, 5, 6, 7, 3, 2]",12,0
"[1, 0, 4, 5, 6, 7, 3, 2]",13,1
"[1, 0, 4, 5, 6, 7, 3, 2]",14,1
"[1, 0, 4, 5, 6, 7, 3, 2]",15,1
"[1, 0, 4, 5, 6, 7, 3, 2]",16,0
"[1, 0, 4, 5, 6, 7, 3, 2]",17,1
"[1, 0, 4, 5, 6, 7, 3, 2]",18,1
"[1, 0, 4, 5, 6, 7, 3, 2]",19,1
"[1, 0, 4, 5, 6, 7, 3, 2]",20,1
"[1, 0, 4, 5, 6, 7, 3, 2]",21,0
"[1, 0, 4, 5, 6, 7, 3, 2]",22,0
"[1, 0, 4, 5, 6, 7, 3, 2]",23,0
"[1, 0, 4, 5, 6, 7, 3, 2]",24,0
"[1, 0, 4, 5, 6, 7, 3, 2]",25,0
"[1, 0, 4, 5, 6, 7, 3, 2]",26,0
"[1, 0, 4, 5, 6, 7, 3, 2]",27,1
"[1, 0, 4, 5, 6, 7, 3, 2]",28,1
"[1, 0, 4, 5, 6, 7, 3, 2]",29,0
"[1, 0, 4, 5, 6, 7, 3, 2]",30,1
"[1, 0, 4, 5, 6, 7, 3, 2]",31,1
"[1, 0, 4, 5, 6, 7, 3, 2]",32,0
"[1, 0, 4, 5, 6, 7, 3, 2]",33,1
"[1, 0, 4, 5, 6, 7, 3, 2]",34,1
"[1, 0, 4, 5, 6, 7, 3, 2]",35,0
"[1, 0, 4, 5, 6, 7, 3, 2]",36,0
"[1, 0, 4, 5, 6, 7, 3, 2]",37,1
"[1, 0, 4, 5, 6, 7, 3, 2]",38,1
"[1, 0, 4, 5, 6, 7, 3, 2]",39,0
"[1, 0, 4, 5, 6, 7, 3, 2]",40,0
"[1, 0, 4, 5, 6, 7, 3, 2]",41,1
"[1, 0, 4, 5, 6, 7, 3, 2]",42,0
"[1, 0, 4, 5, 6, 7, 3, 2]",43,1
"[1, 0, 4, 5, 6, 7, 3, 2]",44,0
"[1, 0, 4, 5, 6, 7, 3, 2]",45,0
"[1, 0, 4, 5, 6, 7, 3, 2]",46,1
"[1, 0, 4, 5, 6, 7, 3, 2]",47,0
"[1, 0, 4, 5, 6, 7, 3, 2]",48,1
"[1, 0, 4, 5, 6, 7, 3, 2]",49,0
"[1, 0, 4, 5, 6, 7, 3, 2]",50,1
"[1, 0, 4, 5, 6, 7, 3, 2]",51,0
"[1, 0, 4, 5, 6, 7, 3, 2]",52,0
"[1, 0, 4, 5, 6, 7, 3, 2]",53,1
"[1, 0, 4, 5, 6, 7, 3, 2]",54,0
"[1, 0, 4, 5, 6, 7, 3, 2]",55,1
"[1, 0, 4, 5, 6, 7, 3, 2]",56,0
"[1, 0, 4, 5, 6, 7, 3, 2]",57,0
"[1, 0, 4, 5, 6, 7, 3, 2]",58,0
"[1, 0, 4, 5, 6, 7, 3, 2]",59,0
"[1, 0, 4, 5, 6, 7, 3, 2]",60,0
"[1, 0, 4, 5, 6, 7, 3, 2]",61,1
